rain,temp,aqi,demand_drop,curfew,hourly_income,daily_hours,risk_probability
0.0,19.0,135.0,7.0,0,103.25,4,0.2047
0.0,19.0,118.0,5.0,0,83.31,8,0.2181
0.0,19.0,115.0,9.0,0,69.24,12,0.1955
0.0,18.0,140.0,9.0,0,73.92,9,0.2287
0.0,17.0,141.0,5.0,0,107.49,9,0.1859
0.0,20.0,143.0,13.0,0,97.93,7,0.1789
0.0,21.0,146.0,13.0,0,92.87,8,0.1987
0.0,20.0,126.0,4.0,0,65.89,8,0.1983
0.0,21.0,125.0,6.0,0,100.9,11,0.2154
0.0,20.0,140.0,9.0,0,86.79,7,0.1845
0.0,19.0,132.0,12.0,0,93.99,5,0.2274
0.0,19.0,135.0,7.0,0,74.82,4,0.2393
0.0,17.0,140.0,9.0,0,78.67,10,0.1992
0.0,18.0,145.0,7.0,0,79.72,6,0.225
0.0,19.0,117.0,1.0,0,100.7,9,0.1789
0.0,18.0,119.0,6.0,0,64.32,8,0.2215
0.0,18.0,105.0,4.0,0,60.21,4,0.2209
0.0,21.0,129.0,8.0,0,96.61,9,0.2173
0.0,13.0,102.0,6.0,0,86.85,9,0.1997
0.0,14.0,123.0,0.0,0,67.38,7,0.1409
0.0,15.0,127.0,7.0,0,76.21,12,0.1872
0.0,16.0,114.0,2.0,0,68.27,10,0.1875
0.0,15.0,130.0,10.0,0,73.53,5,0.1804
0.0,18.0,102.0,6.0,0,91.08,4,0.2024
0.0,16.0,102.0,6.0,0,65.06,8,0.1916
0.0,14.0,141.0,5.0,0,95.83,8,0.1835
0.0,14.0,118.0,5.0,0,91.11,9,0.1788
0.0,14.0,106.0,8.0,0,82.85,7,0.1857
0.0,13.0,126.0,4.0,0,95.87,6,0.2224
0.0,15.7,138.0,9.0,0,60.83,7,0.1868
0.0,13.0,111.0,7.0,0,96.33,8,0.1897
0.0,14.0,131.0,6.0,0,75.57,7,0.1909
0.0,15.0,104.0,10.0,0,72.83,10,0.2068
0.0,14.0,103.0,8.0,0,104.17,8,0.2091
0.06,16.0,127.0,7.0,0,93.12,9,0.1391
0.0,13.0,127.0,7.0,0,81.39,8,0.2204
0.0,16.0,132.0,12.0,0,65.33,10,0.2287
0.0,13.0,136.0,14.0,0,62.01,8,0.179
0.0,16.0,149.0,4.0,0,83.46,7,0.1806
0.0,12.0,126.0,4.0,0,83.41,7,0.191
0.0,13.0,116.0,3.0,0,69.8,10,0.1849
0.0,11.0,140.0,9.0,0,60.87,7,0.2045
0.0,11.0,114.0,2.0,0,101.33,9,0.1611
0.0,12.0,122.0,12.0,0,96.12,8,0.1776
0.0,11.0,104.0,10.0,0,107.1,7,0.2308
0.0,10.0,101.0,4.0,0,100.74,6,0.1814
0.0,10.0,148.0,1.0,0,75.33,11,0.2249
0.0,11.0,142.0,0.0,0,83.33,7,0.2071
0.0,10.0,135.0,7.0,0,72.94,8,0.1638
0.0,9.0,120.0,4.0,0,68.01,10,0.2127
0.0,10.0,109.0,8.0,0,65.02,5,0.1976
0.0,10.0,108.0,0.0,0,71.8,7,0.1909
0.0,11.0,113.0,4.0,0,90.49,8,0.2049
0.0,9.0,127.0,7.0,0,90.49,6,0.2095
0.0,9.0,136.0,14.0,0,61.42,6,0.2142
0.0,8.0,133.0,7.0,0,65.64,6,0.2236
0.0,13.0,114.0,2.0,0,64.0,11,0.2082
0.0,11.0,148.0,1.0,0,73.74,9,0.1725
0.0,10.0,137.0,7.0,0,70.21,5,0.1905
0.0,9.0,128.0,10.0,0,80.5,4,0.2589
0.0,10.0,131.0,6.0,0,76.45,10,0.2145
0.0,11.0,121.0,4.0,0,102.03,9,0.2474
0.0,10.5,112.0,2.0,0,76.6,9,0.2279
0.0,10.0,118.0,5.0,0,82.14,9,0.2048
0.0,10.0,138.0,9.0,0,100.44,11,0.206
0.0,10.0,101.0,4.0,0,91.46,5,0.1993
0.0,8.0,106.0,8.0,0,92.87,9,0.1652
0.0,8.0,102.0,6.0,0,67.15,7,0.2004
0.0,7.0,102.0,6.0,0,74.35,6,0.2242
0.0,8.0,143.0,13.0,0,68.02,11,0.188
0.0,7.0,135.0,7.0,0,75.87,10,0.2082
0.0,8.0,124.0,13.0,0,83.02,9,0.217
0.0,7.5,105.0,4.0,0,85.88,7,0.1818
0.0,9.0,125.0,6.0,0,105.11,5,0.191
0.0,7.0,124.0,13.0,0,80.28,6,0.1796
0.0,7.0,109.0,8.0,0,102.62,8,0.1836
0.0,8.0,122.0,12.0,0,78.46,9,0.1742
0.0,8.0,120.0,4.0,0,109.68,5,0.182
0.0,8.0,131.0,6.0,0,88.03,9,0.2284
0.0,9.0,132.0,12.0,0,105.67,10,0.1817
0.0,10.0,102.0,6.0,0,61.57,8,0.2025
0.0,9.0,119.0,6.0,0,77.88,10,0.1899
0.0,7.5,131.0,6.0,0,81.25,10,0.2236
0.0,7.0,125.0,6.0,0,87.78,8,0.2262
0.0,9.0,143.0,13.0,0,108.68,7,0.2173
0.0,11.0,133.0,7.0,0,71.04,9,0.2061
0.0,11.0,108.0,0.0,0,76.6,6,0.1954
0.0,13.0,104.0,10.0,0,79.23,6,0.1762
0.0,11.0,132.0,12.0,0,93.36,11,0.2389
0.01,12.0,101.0,6.0,0,68.84,8,0.1848
1.26,14.0,129.0,2.0,0,61.93,4,0.2133
0.0,12.0,147.0,0.0,0,103.45,6,0.2212
0.0,11.0,129.0,8.0,0,85.58,12,0.1889
0.0,12.0,119.0,6.0,0,90.5,8,0.2208
0.0,8.0,132.0,12.0,0,97.86,7,0.2153
0.0,9.0,123.0,0.0,0,75.58,5,0.2346
0.0,9.0,127.0,7.0,0,100.48,11,0.1906
0.0,10.0,147.0,0.0,0,84.58,7,0.1743
0.0,10.0,119.0,6.0,0,103.14,6,0.1899
0.0,11.0,148.0,1.0,0,78.51,10,0.2042
0.0,11.0,145.0,7.0,0,66.43,8,0.2012
0.0,11.0,110.0,8.0,0,71.11,5,0.1921
0.0,13.0,103.0,8.0,0,72.76,9,0.1618
0.0,12.9,105.0,4.0,0,67.76,4,0.2094
0.0,12.0,101.0,4.0,0,95.44,4,0.2394
0.0,12.0,105.0,4.0,0,73.19,11,0.2093
0.0,13.0,134.0,11.0,0,62.86,12,0.2122
0.0,15.0,104.0,10.0,0,100.06,8,0.2114
0.0,17.0,116.0,3.0,0,105.87,7,0.2079
0.01,18.0,142.0,13.0,0,86.49,7,0.2186
0.0,13.0,101.0,4.0,0,79.18,4,0.2079
0.0,13.0,141.0,5.0,0,88.34,8,0.1937
0.0,12.0,114.0,2.0,0,88.78,6,0.1841
0.0,12.0,106.0,8.0,0,65.15,5,0.195
0.0,13.0,135.0,7.0,0,76.8,4,0.2063
0.0,11.0,131.0,6.0,0,71.24,7,0.1937
0.0,13.0,144.0,4.0,0,106.34,4,0.2063
0.0,13.0,137.0,7.0,0,70.64,9,0.2088
0.0,14.0,140.0,9.0,0,67.51,11,0.2167
0.0,16.0,114.0,2.0,0,94.98,12,0.2257
0.0,16.0,109.0,8.0,0,97.6,11,0.2016
0.97,16.0,138.0,10.0,0,108.43,9,0.1738
0.0,11.0,140.0,9.0,0,75.28,9,0.1931
0.0,11.0,150.0,7.0,0,74.05,7,0.2009
0.0,12.0,121.0,4.0,0,107.42,8,0.1633
0.0,14.0,119.0,6.0,0,70.25,7,0.2278
0.0,15.0,139.0,6.0,0,103.74,5,0.2028
0.0,15.0,117.0,1.0,0,63.71,7,0.2076
0.0,16.0,147.0,0.0,0,105.41,9,0.2273
0.0,18.0,143.0,13.0,0,86.02,9,0.1874
0.0,17.0,121.0,4.0,0,87.02,10,0.2115
0.0,16.0,138.0,9.0,0,100.97,7,0.1978
0.0,16.0,138.0,9.0,0,104.78,10,0.1963
0.0,15.0,105.0,4.0,0,64.93,10,0.1846
0.0,17.0,145.0,7.0,0,86.03,10,0.2333
0.0,18.0,125.0,6.0,0,60.34,8,0.1925
0.0,17.0,141.0,5.0,0,69.88,8,0.214
0.0,19.0,116.0,3.0,0,69.0,5,0.1625
0.0,20.0,145.0,7.0,0,66.15,9,0.2236
0.0,21.0,119.0,6.0,0,60.66,4,0.221
0.0,24.0,101.0,4.0,0,69.91,9,0.2019
0.0,21.0,145.0,7.0,0,74.06,8,0.1955
0.0,21.0,105.0,4.0,0,85.09,6,0.208
0.0,22.0,116.0,3.0,0,87.22,10,0.2458
0.0,23.0,148.0,1.0,0,103.62,8,0.1647
0.0,25.0,148.0,1.0,0,81.25,7,0.2156
0.0,23.0,129.0,8.0,0,66.96,7,0.1818
0.0,23.0,132.0,12.0,0,74.76,9,0.1996
0.0,25.0,122.0,12.0,0,60.62,9,0.195
0.0,24.0,115.0,9.0,0,61.53,5,0.1914
0.0,20.0,116.0,3.0,0,61.28,5,0.1998
0.0,22.0,134.0,11.0,0,102.0,5,0.1773
0.0,22.0,138.0,9.0,0,68.52,6,0.2206
0.0,25.0,140.0,9.0,0,83.47,11,0.1641
0.0,28.0,139.0,6.0,0,65.17,8,0.2108
0.0,24.0,105.0,4.0,0,105.39,9,0.1935
0.0,39.3,125.0,6.0,0,97.14,12,0.1766
0.0,26.6,81.0,0.0,0,96.39,10,0.104
0.0,25.0,100.0,11.0,0,93.31,6,0.0689
0.0,22.6,96.0,12.0,0,108.9,8,0.1008
0.0,23.4,113.0,4.0,0,87.7,4,0.1715
0.0,23.8,92.0,6.0,0,61.66,8,0.1092
0.0,23.7,83.0,11.0,0,84.18,7,0.0815
0.0,23.7,84.0,9.0,0,93.27,6,0.091
2.9,22.8,108.0,13.0,0,91.18,4,0.2059
0.0,22.8,103.0,8.0,0,87.16,4,0.1845
0.1,22.9,82.0,6.0,0,107.92,8,0.0988
0.8,22.4,82.0,7.0,0,76.99,8,0.0697
0.0,22.0,106.0,8.0,0,108.03,8,0.2126
0.0,22.2,81.0,0.0,0,70.97,4,0.1353
0.0,21.9,111.0,7.0,0,96.63,7,0.2558
0.0,21.6,106.0,8.0,0,106.92,9,0.2018
0.0,21.6,82.0,10.0,0,79.54,4,0.1158
0.0,24.6,82.0,10.0,0,103.24,8,0.0644
0.0,22.6,117.0,1.0,0,100.55,12,0.2301
0.4,22.2,93.0,7.0,0,106.44,5,0.1155
0.0,21.3,93.0,14.0,0,108.19,7,0.0903
0.0,20.8,110.0,8.0,0,74.79,5,0.2247
0.0,21.9,116.0,3.0,0,95.84,5,0.1949
0.0,22.5,117.0,1.0,0,108.0,9,0.1908
0.0,23.7,108.0,0.0,0,72.23,7,0.2095
1.35,22.5,93.0,9.0,0,92.15,9,0.0787
0.15,22.8,82.0,2.0,0,106.88,7,0.1204
0.1,23.0,109.0,6.0,0,92.14,7,0.1789
0.0,21.8,100.0,11.0,0,72.51,6,0.079
0.0,22.1,95.0,6.0,0,99.89,4,0.0818
0.0,22.7,114.0,2.0,0,90.39,7,0.2152
0.01,23.9,83.0,9.0,0,86.32,9,0.0877
0.0,23.7,98.0,5.0,0,89.56,9,0.073
0.01,23.8,79.0,13.0,0,92.42,8,0.0879
0.0,23.0,97.0,2.0,0,106.45,8,0.0994
0.0,23.9,81.0,0.0,0,69.01,5,0.0764
0.0,22.1,83.0,11.0,0,88.79,6,0.077
0.0,22.0,83.0,11.0,0,104.82,8,0.1422
0.0,22.0,104.0,10.0,0,69.53,6,0.1828
0.0,21.6,108.0,0.0,0,92.06,7,0.1935
0.0,21.5,101.0,4.0,0,68.4,7,0.1927
0.0,21.9,116.0,3.0,0,99.42,7,0.1916
0.0,22.8,93.0,14.0,0,82.24,9,0.1124
0.0,22.8,90.0,9.0,0,69.39,6,0.119
0.0,23.5,112.0,2.0,0,86.46,4,0.1939
0.0,23.8,87.0,9.0,0,101.8,9,0.0753
0.0,25.3,116.0,3.0,0,100.09,7,0.2255
0.0,23.4,79.0,1.0,0,108.47,4,0.0981
0.0,25.8,116.0,3.0,0,107.14,9,0.2346
0.0,24.0,80.0,13.0,0,91.89,5,0.0551
0.0,24.5,113.0,4.0,0,70.28,11,0.2039
0.0,23.0,99.0,14.0,0,86.1,9,0.1384
0.0,25.5,117.0,1.0,0,89.17,9,0.1929
0.0,23.8,81.0,0.0,0,77.09,6,0.0955
0.0,22.8,100.0,11.0,0,89.2,11,0.1059
0.0,22.2,116.0,3.0,0,92.49,7,0.1888
0.0,21.7,99.0,14.0,0,65.4,5,0.0938
0.0,21.8,103.0,8.0,0,84.9,7,0.1932
